,cet_cest_timestamp,DE_KN_residential5_dishwasher,DE_KN_residential5_grid_import,DE_KN_residential5_refrigerator,DE_KN_residential5_washing_machine
12708,2016-05-24T07:00:00+0200,146.672,1658.254,187.00599999999997,123.374
12709,2016-05-24T08:00:00+0200,146.672,1658.339,187.02700000000002,123.374
12710,2016-05-24T09:00:00+0200,146.672,1658.4489999999998,187.075,123.374
12711,2016-05-24T10:00:00+0200,146.672,1658.5279999999998,187.092,123.374
12712,2016-05-24T11:00:00+0200,146.672,1658.644,187.141,123.374
12713,2016-05-24T12:00:00+0200,146.672,1658.729,187.16299999999998,123.374
12714,2016-05-24T13:00:00+0200,146.672,1658.8239999999998,187.192,123.374
12715,2016-05-24T14:00:00+0200,146.672,1658.934,187.239,123.374
12716,2016-05-24T15:00:00+0200,146.672,1659.004,187.248,123.374
12717,2016-05-24T16:00:00+0200,146.673,1659.134,187.313,123.374
12718,2016-05-24T17:00:00+0200,146.673,1659.1989999999998,187.31400000000002,123.374
12719,2016-05-24T18:00:00+0200,146.673,1659.339,187.389,123.374
12720,2016-05-24T19:00:00+0200,146.673,1659.404,187.39,123.374
12721,2016-05-24T20:00:00+0200,146.673,1659.524,187.447,123.374
12722,2016-05-24T21:00:00+0200,146.673,1659.609,187.467,123.374
12723,2016-05-24T22:00:00+0200,146.673,1659.694,187.485,123.374
12724,2016-05-24T23:00:00+0200,146.673,1659.8139999999999,187.543,123.374
12725,2016-05-25T00:00:00+0200,146.673,1659.879,187.543,123.374
12726,2016-05-25T01:00:00+0200,146.674,1660.019,187.61700000000002,123.374
12727,2016-05-25T02:00:00+0200,146.674,1660.079,187.61700000000002,123.374
12728,2016-05-25T03:00:00+0200,146.674,1660.204,187.67700000000002,123.374
12729,2016-05-25T04:00:00+0200,146.674,1660.2779999999998,187.68900000000002,123.374
12730,2016-05-25T05:00:00+0200,146.674,1660.384,187.729,123.374
12731,2016-05-25T06:00:00+0200,146.674,1660.479,187.75900000000001,123.374
12732,2016-05-25T07:00:00+0200,146.674,1660.5639999999999,187.783,123.374
12733,2016-05-25T08:00:00+0200,146.674,1660.674,187.828,123.374
12734,2016-05-25T09:00:00+0200,146.674,1660.754,187.84599999999998,123.374
12735,2016-05-25T10:00:00+0200,146.675,1660.864,187.889,123.374
12736,2016-05-25T11:00:00+0200,146.675,1660.944,187.908,123.374
12737,2016-05-25T12:00:00+0200,146.675,1661.0439999999999,187.94099999999997,123.374
12738,2016-05-25T13:00:00+0200,146.675,1661.139,187.975,123.374
12739,2016-05-25T14:00:00+0200,146.675,1661.229,187.99900000000002,123.374
12740,2016-05-25T15:00:00+0200,146.675,1661.339,188.046,123.374
12741,2016-05-25T16:00:00+0200,146.675,1661.4289999999999,188.075,123.374
12742,2016-05-25T17:00:00+0200,146.675,1661.524,188.101,123.374
12743,2016-05-25T18:00:00+0200,146.675,1661.639,188.15400000000002,123.374
12744,2016-05-25T19:00:00+0200,146.67600000000002,1661.704,188.155,123.374
12745,2016-05-25T20:00:00+0200,146.67600000000002,1661.849,188.235,123.374
12746,2016-05-25T21:00:00+0200,146.67600000000002,1661.914,188.235,123.374
12747,2016-05-25T22:00:00+0200,146.67600000000002,1662.0439999999999,188.296,123.374
12748,2016-05-25T23:00:00+0200,146.67600000000002,1662.124,188.31400000000002,123.374
12749,2016-05-26T00:00:00+0200,146.67600000000002,1662.224,188.34900000000002,123.374
12750,2016-05-26T01:00:00+0200,146.67600000000002,1662.329,188.392,123.374
12751,2016-05-26T02:00:00+0200,146.67600000000002,1662.414,188.408,123.374
12752,2016-05-26T03:00:00+0200,146.67600000000002,1662.5339999999999,188.463,123.374
12753,2016-05-26T04:00:00+0200,146.67700000000002,1662.614,188.479,123.374
12754,2016-05-26T05:00:00+0200,146.67700000000002,1662.724,188.523,123.374
12755,2016-05-26T06:00:00+0200,146.67700000000002,1662.809,188.545,123.374
12756,2016-05-26T07:00:00+0200,146.67700000000002,1662.9089999999999,188.583,123.374
12757,2016-05-26T08:00:00+0200,146.67700000000002,1662.999,188.61,123.374
12758,2016-05-26T09:00:00+0200,146.67700000000002,1663.099,188.641,123.374
12759,2016-05-26T10:00:00+0200,146.67700000000002,1663.1989999999998,188.68400000000003,123.374
12760,2016-05-26T11:00:00+0200,146.67700000000002,1663.299,188.71599999999998,123.374
12761,2016-05-26T12:00:00+0200,146.67700000000002,1663.389,188.743,123.374
12762,2016-05-26T13:00:00+0200,146.678,1663.504,188.793,123.374
12763,2016-05-26T14:00:00+0200,146.678,1663.5739999999998,188.801,123.374
12764,2016-05-26T15:00:00+0200,146.678,1663.7089999999998,188.873,123.374
12765,2016-05-26T16:00:00+0200,146.678,1663.774,188.873,123.374
12766,2016-05-26T17:00:00+0200,146.678,1663.9189999999999,188.956,123.374
12767,2016-05-26T18:00:00+0200,146.678,1663.984,188.957,123.374
12768,2016-05-26T19:00:00+0200,146.678,1664.114,189.02200000000002,123.374
12769,2016-05-26T20:00:00+0200,146.678,1664.194,189.03900000000002,123.374
12770,2016-05-26T21:00:00+0200,146.678,1664.3039999999999,189.081,123.374
12771,2016-05-26T22:00:00+0200,146.679,1664.4089999999999,189.12,123.374
12772,2016-05-26T23:00:00+0200,146.679,1664.489,189.137,123.374
12773,2016-05-27T00:00:00+0200,146.679,1664.619,189.202,123.374
12774,2016-05-27T01:00:00+0200,146.679,1664.694,189.21099999999998,123.374
12775,2016-05-27T02:00:00+0200,146.679,1664.8139999999999,189.268,123.374
12776,2016-05-27T03:00:00+0200,146.679,1664.899,189.291,123.374
12777,2016-05-27T04:00:00+0200,146.679,1664.999,189.325,123.374
12778,2016-05-27T05:00:00+0200,146.679,1665.104,189.368,123.374
12779,2016-05-27T06:00:00+0200,146.679,1665.1889999999999,189.388,123.374
12780,2016-05-27T07:00:00+0200,146.68,1665.309,189.445,123.374
